student_id,gender,second_perc,high_perc,high_spec,degree_perc,degree_type,work_experience,experience_years,employability_perc,mba_spec,mba_perc,salary,placed,start_date,end_date,duration
17370,M,61.08,50.0,Science,54.0,Sci&Tech,False,0,71.0,Mkt&Fin,65.69,,False,,,
17371,M,82.0,90.0,Commerce,83.0,Comm&Mgmt,False,0,80.0,Mkt&HR,73.52,20000.0,True,2020-01-23,2020-04-26,3.0
17372,M,61.0,82.0,Commerce,69.0,Comm&Mgmt,False,0,84.0,Mkt&Fin,58.31,30000.0,True,2020-01-18,2020-04-10,3.0
17373,M,52.0,63.0,Science,65.0,Sci&Tech,True,1,86.0,Mkt&HR,56.09,,False,,,
17374,F,69.5,70.0,Science,72.0,Sci&Tech,False,0,57.2,Mkt&HR,54.8,25000.0,True,2020-07-16,2020-10-14,3.0
17375,M,51.0,54.0,Science,61.0,Sci&Tech,False,0,60.0,Mkt&HR,60.64,,False,,,
17376,M,58.0,61.0,Commerce,61.0,Comm&Mgmt,False,0,58.0,Mkt&HR,53.94,25000.0,True,2020-01-22,2020-08-01,6.0
17377,F,73.96,79.0,Commerce,67.0,Comm&Mgmt,False,0,72.15,Mkt&Fin,63.08,28000.0,True,2020-07-03,2020-09-18,3.0
17378,M,65.0,68.0,Science,69.0,Comm&Mgmt,False,0,53.7,Mkt&HR,55.01,25000.0,True,2020-07-27,2020-10-24,3.0
17379,F,73.0,63.0,Science,66.0,Comm&Mgmt,False,0,89.0,Mkt&Fin,60.5,21600.0,True,2020-01-21,2020-07-09,6.0
17380,M,68.2,72.8,Commerce,66.6,Comm&Mgmt,True,1,96.0,Mkt&Fin,70.85,30000.0,True,2020-01-05,2020-07-04,6.0
17381,M,77.0,75.0,Science,73.0,Sci&Tech,False,0,80.0,Mkt&Fin,67.05,24000.0,True,2020-01-06,2020-07-01,6.0
17382,M,76.0,80.0,Science,78.0,Sci&Tech,True,1,97.0,Mkt&HR,70.48,27600.0,True,2020-07-26,2020-10-19,3.0
17383,M,60.8,68.4,Commerce,64.6,Comm&Mgmt,True,1,82.66,Mkt&Fin,64.34,94000.0,True,2020-01-22,2021-01-18,12.0
17384,M,58.0,40.0,Science,59.0,Comm&Mgmt,False,0,73.0,Mkt&HR,58.81,,False,,,
17385,F,64.0,67.0,Science,69.6,Sci&Tech,True,1,55.67,Mkt&HR,71.49,25000.0,True,2020-06-30,2020-10-06,3.0
17386,F,66.5,66.8,Arts,69.3,Comm&Mgmt,True,1,80.4,Mkt&Fin,71.0,23600.0,True,2020-07-10,2020-10-05,3.0
17387,M,74.0,59.0,Commerce,73.0,Comm&Mgmt,True,1,60.0,Mkt&HR,56.7,24000.0,True,2020-01-15,2020-07-15,6.0
17388,M,67.0,71.0,Science,64.33,Others,True,1,64.0,Mkt&HR,61.26,25000.0,True,2020-01-25,2021-01-28,12.0
17389,F,84.0,73.0,Commerce,73.0,Comm&Mgmt,False,0,75.0,Mkt&Fin,73.33,35000.0,True,2020-01-08,2020-04-09,3.0
17390,F,79.0,61.0,Science,75.5,Sci&Tech,True,1,70.0,Mkt&Fin,68.2,21000.0,True,2020-01-17,2020-07-14,6.0
17391,F,72.0,60.0,Science,69.0,Comm&Mgmt,False,0,55.5,Mkt&HR,58.4,25000.0,True,2020-07-21,2020-10-28,3.0
17392,M,80.4,73.4,Science,77.72,Sci&Tech,True,1,81.2,Mkt&HR,76.26,40000.0,True,2020-01-18,2020-04-12,3.0
17393,M,76.7,89.7,Commerce,66.0,Comm&Mgmt,True,1,90.0,Mkt&Fin,68.55,25000.0,True,2020-01-12,2020-04-22,3.0
17394,M,62.0,65.0,Commerce,60.0,Comm&Mgmt,False,0,84.0,Mkt&Fin,64.15,,False,,,
17395,F,74.9,57.0,Science,62.0,Others,True,1,80.0,Mkt&Fin,60.78,36000.0,True,2020-07-22,2020-10-06,3.0
17396,M,67.0,68.0,Commerce,64.0,Comm&Mgmt,True,1,74.4,Mkt&HR,53.49,30000.0,True,2020-07-08,2020-09-28,3.0
17397,M,73.0,64.0,Commerce,77.0,Comm&Mgmt,True,1,65.0,Mkt&HR,60.98,25000.0,True,2020-01-04,2020-03-20,3.0
17398,F,77.44,92.0,Commerce,72.0,Comm&Mgmt,True,1,94.0,Mkt&Fin,67.13,25000.0,True,2020-07-23,2020-10-10,3.0
17399,F,72.0,56.0,Science,69.0,Comm&Mgmt,False,0,55.6,Mkt&HR,65.63,20000.0,True,2020-01-10,2020-07-12,6.0
17400,F,47.0,59.0,Arts,64.0,Comm&Mgmt,False,0,78.0,Mkt&Fin,61.58,,False,,,
17401,M,67.0,63.0,Commerce,72.0,Comm&Mgmt,False,0,56.0,Mkt&HR,60.41,22500.0,True,2020-01-28,2020-07-23,6.0
17402,F,82.0,64.0,Science,73.0,Sci&Tech,True,1,96.0,Mkt&Fin,71.77,25000.0,True,2020-01-10,2020-07-20,6.0
17403,M,77.0,70.0,Commerce,59.0,Comm&Mgmt,True,1,58.0,Mkt&Fin,54.43,22000.0,True,2020-01-22,2020-08-01,6.0
17404,M,65.0,64.8,Commerce,69.5,Comm&Mgmt,True,1,56.0,Mkt&Fin,56.94,26500.0,True,2020-01-25,2020-07-20,6.0
17405,M,66.0,64.0,Science,60.0,Comm&Mgmt,False,0,60.0,Mkt&HR,61.9,,False,,,
17406,M,85.0,60.0,Science,73.43,Sci&Tech,True,1,60.0,Mkt&Fin,61.29,26000.0,True,2020-07-25,2020-11-02,3.0
17407,M,77.67,64.89,Commerce,70.67,Comm&Mgmt,False,0,89.0,Mkt&Fin,60.39,30000.0,True,2020-01-20,2020-04-07,3.0
17408,M,52.0,50.0,Arts,61.0,Comm&Mgmt,False,0,60.0,Mkt&Fin,58.52,,False,,,
17409,M,89.4,65.66,Science,71.25,Sci&Tech,False,0,72.0,Mkt&HR,63.23,40000.0,True,2020-07-25,2020-10-14,3.0
17410,M,62.0,63.0,Science,66.0,Comm&Mgmt,False,0,85.0,Mkt&HR,55.14,23300.0,True,2020-01-28,2020-07-29,6.0
17411,M,70.0,74.0,Commerce,65.0,Comm&Mgmt,False,0,83.0,Mkt&Fin,62.28,30000.0,True,2020-01-12,2020-04-18,3.0
17412,F,77.0,86.0,Arts,56.0,Others,False,0,57.0,Mkt&Fin,64.08,24000.0,True,2020-01-15,2021-01-07,12.0
17413,M,44.0,58.0,Arts,55.0,Comm&Mgmt,True,1,64.25,Mkt&HR,58.54,,False,,,
17414,M,71.0,58.66,Science,58.0,Sci&Tech,True,2,56.0,Mkt&Fin,61.3,69000.0,True,2020-07-14,2020-10-25,3.0
17415,M,65.0,65.0,Commerce,75.0,Comm&Mgmt,False,0,83.0,Mkt&Fin,58.87,27000.0,True,2020-01-09,2020-04-16,3.0
17416,F,75.4,60.5,Science,84.0,Sci&Tech,False,0,98.0,Mkt&Fin,65.25,24000.0,True,2020-01-08,2020-07-18,6.0
17417,M,49.0,59.0,Science,65.0,Sci&Tech,True,2,86.0,Mkt&Fin,62.48,34000.0,True,2020-01-19,2021-01-20,12.0
17418,M,53.0,63.0,Science,60.0,Comm&Mgmt,True,1,70.0,Mkt&Fin,53.2,25000.0,True,2020-01-07,2020-06-30,6.0
17419,M,51.57,74.66,Commerce,59.9,Comm&Mgmt,True,1,56.15,Mkt&HR,65.99,,False,,,
17420,M,84.2,69.4,Science,65.0,Sci&Tech,True,1,80.0,Mkt&HR,52.72,25500.0,True,2020-01-08,2020-04-10,3.0
17421,M,66.5,62.5,Commerce,60.9,Comm&Mgmt,False,0,93.4,Mkt&Fin,55.03,30000.0,True,2020-01-16,2021-01-23,12.0
17422,M,67.0,63.0,Science,64.0,Sci&Tech,False,0,60.0,Mkt&Fin,61.87,,False,,,
17423,M,52.0,49.0,Commerce,58.0,Comm&Mgmt,False,0,62.0,Mkt&HR,60.59,,False,,,
17424,M,87.0,74.0,Science,65.0,Sci&Tech,True,1,75.0,Mkt&HR,72.29,30000.0,True,2020-07-28,2020-11-04,3.0
17425,M,55.6,51.0,Commerce,57.5,Comm&Mgmt,False,0,57.63,Mkt&HR,62.72,,False,,,
17426,M,74.2,87.6,Commerce,77.25,Comm&Mgmt,True,1,75.2,Mkt&Fin,66.06,28500.0,True,2020-01-16,2020-04-19,3.0
17427,M,63.0,67.0,Science,64.0,Sci&Tech,False,0,75.0,Mkt&Fin,66.46,50000.0,True,2020-01-07,2020-07-13,6.0
17428,F,67.16,72.5,Commerce,63.35,Comm&Mgmt,False,0,53.04,Mkt&Fin,65.52,25000.0,True,2020-01-29,2020-08-05,6.0
17429,F,63.3,78.33,Commerce,74.0,Comm&Mgmt,False,0,80.0,Mkt&Fin,74.56,,False,,,
17430,M,62.0,62.0,Commerce,60.0,Comm&Mgmt,True,1,63.0,Mkt&HR,52.38,24000.0,True,2020-07-23,2020-11-01,3.0
17431,M,67.9,62.0,Science,67.0,Sci&Tech,True,1,58.1,Mkt&Fin,75.71,,False,,,
17432,F,48.0,51.0,Commerce,58.0,Comm&Mgmt,True,1,60.0,Mkt&HR,58.79,,False,,,
17433,M,59.96,42.16,Science,61.26,Sci&Tech,False,0,54.48,Mkt&HR,65.48,,False,,,
17434,F,63.4,67.2,Commerce,60.0,Comm&Mgmt,False,0,58.06,Mkt&HR,69.28,,False,,,
17435,M,80.0,80.0,Commerce,72.0,Comm&Mgmt,True,1,63.79,Mkt&Fin,66.04,29000.0,True,2020-01-20,2020-07-12,6.0
17436,M,73.0,58.0,Commerce,56.0,Comm&Mgmt,False,0,84.0,Mkt&HR,52.64,30000.0,True,2020-07-16,2020-10-15,3.0
17437,F,52.0,52.0,Science,55.0,Sci&Tech,False,0,67.0,Mkt&HR,59.32,,False,,,
17438,M,73.24,50.83,Science,64.27,Sci&Tech,True,1,64.0,Mkt&Fin,66.23,50000.0,True,2020-01-23,2020-07-07,6.0
17439,M,63.0,62.0,Science,65.0,Sci&Tech,False,0,87.5,Mkt&HR,60.69,,False,,,
17440,F,59.0,60.0,Commerce,56.0,Comm&Mgmt,False,0,55.0,Mkt&HR,57.9,22000.0,True,2020-01-20,2020-07-23,6.0
17441,F,73.0,97.0,Commerce,79.0,Comm&Mgmt,True,1,89.0,Mkt&Fin,70.81,65000.0,True,2020-01-06,2020-12-19,12.0
17442,M,68.0,56.0,Science,68.0,Sci&Tech,False,0,73.0,Mkt&HR,68.07,35000.0,True,2020-01-22,2020-05-03,3.0
17443,F,77.8,64.0,Science,64.2,Sci&Tech,False,0,75.5,Mkt&HR,72.14,,False,,,
17444,M,65.0,71.5,Commerce,62.8,Comm&Mgmt,True,1,57.0,Mkt&Fin,56.6,26500.0,True,2020-01-21,2021-01-09,12.0
17445,M,62.0,60.33,Science,64.21,Sci&Tech,False,0,63.0,Mkt&HR,60.02,,False,,,
17446,M,52.0,65.0,Arts,57.0,Others,True,1,75.0,Mkt&Fin,59.81,,False,,,
17447,M,65.0,77.0,Commerce,69.0,Comm&Mgmt,False,0,60.0,Mkt&HR,61.82,27600.0,True,2020-07-10,2020-10-15,3.0
17448,F,56.28,62.83,Commerce,59.79,Comm&Mgmt,False,0,60.0,Mkt&HR,57.29,,False,,,
17449,F,88.0,72.0,Science,78.0,Others,False,0,82.0,Mkt&HR,71.43,25200.0,True,2020-01-27,2020-04-13,3.0
17450,F,52.0,64.0,Commerce,61.0,Comm&Mgmt,False,0,55.0,Mkt&Fin,62.93,,False,,,
17451,M,78.5,65.5,Science,67.0,Sci&Tech,True,1,95.0,Mkt&Fin,64.86,28000.0,True,2020-01-19,2020-04-27,3.0
17452,M,61.8,47.0,Commerce,54.38,Comm&Mgmt,False,0,57.0,Mkt&Fin,56.13,,False,,,
17453,F,54.0,77.6,Commerce,69.2,Comm&Mgmt,False,0,95.65,Mkt&Fin,66.94,,False,,,
17454,F,64.0,70.2,Commerce,61.0,Comm&Mgmt,False,0,50.0,Mkt&Fin,62.5,,False,,,
17455,M,67.0,61.0,Science,72.0,Comm&Mgmt,False,0,72.0,Mkt&Fin,61.01,26400.0,True,2020-07-05,2020-09-18,3.0
17456,M,65.2,61.4,Commerce,64.8,Comm&Mgmt,True,2,93.4,Mkt&Fin,57.34,27000.0,True,2020-01-13,2021-01-17,12.0
17457,F,60.0,63.0,Arts,56.0,Others,True,1,80.0,Mkt&HR,56.63,30000.0,True,2020-01-07,2020-04-01,3.0
17458,M,52.0,55.0,Commerce,56.3,Comm&Mgmt,False,0,59.0,Mkt&Fin,64.74,,False,,,
17459,M,66.0,76.0,Commerce,72.0,Comm&Mgmt,True,1,84.0,Mkt&HR,58.95,27500.0,True,2020-07-17,2020-10-21,3.0
17460,M,72.0,63.0,Science,77.5,Sci&Tech,True,1,78.0,Mkt&Fin,54.48,25000.0,True,2020-01-02,2021-01-04,12.0
17461,F,83.96,53.0,Science,91.0,Sci&Tech,False,0,59.32,Mkt&HR,69.71,26000.0,True,2020-01-10,2020-12-21,12.0
17462,F,67.0,70.0,Commerce,65.0,Others,False,0,88.0,Mkt&HR,71.96,,False,,,
17463,M,69.0,65.0,Commerce,57.0,Comm&Mgmt,False,0,73.0,Mkt&HR,55.8,26500.0,True,2020-01-24,2020-07-31,6.0
17464,M,69.0,60.0,Commerce,65.0,Comm&Mgmt,False,0,87.55,Mkt&Fin,52.81,30000.0,True,2020-07-11,2020-10-13,3.0
17465,M,54.2,63.0,Science,58.0,Comm&Mgmt,False,0,79.0,Mkt&HR,58.44,,False,,,
17466,M,70.0,63.0,Science,66.0,Sci&Tech,False,0,61.28,Mkt&HR,60.11,24000.0,True,2020-07-15,2020-10-25,3.0
17467,M,55.68,61.33,Commerce,56.87,Comm&Mgmt,False,0,66.0,Mkt&HR,58.3,26000.0,True,2020-01-18,2020-07-17,6.0
17468,F,74.0,73.0,Commerce,73.0,Comm&Mgmt,True,1,80.0,Mkt&Fin,67.69,21000.0,True,2020-01-26,2021-01-09,12.0
17469,M,61.0,62.0,Commerce,65.0,Comm&Mgmt,False,0,62.0,Mkt&Fin,56.81,25000.0,True,2020-07-07,2020-10-01,3.0
17470,M,41.0,42.0,Science,60.0,Comm&Mgmt,False,0,97.0,Mkt&Fin,53.39,,False,,,
17471,M,83.33,78.0,Commerce,61.0,Comm&Mgmt,True,1,88.56,Mkt&Fin,71.55,30000.0,True,2020-01-16,2021-01-09,12.0
17472,F,43.0,60.0,Science,65.0,Comm&Mgmt,False,0,92.66,Mkt&HR,62.92,,False,,,
17473,M,62.0,72.0,Commerce,65.0,Comm&Mgmt,False,0,67.0,Mkt&Fin,56.49,21600.0,True,2020-01-01,2020-07-06,6.0
17474,M,80.6,82.0,Commerce,77.6,Comm&Mgmt,False,0,91.0,Mkt&Fin,74.49,40000.0,True,2020-07-27,2020-10-20,3.0
17475,M,58.0,60.0,Science,72.0,Sci&Tech,False,0,74.0,Mkt&Fin,53.62,27500.0,True,2020-01-23,2020-08-04,6.0
17476,M,67.0,67.0,Commerce,73.0,Comm&Mgmt,True,1,59.0,Mkt&Fin,69.72,29500.0,True,2020-01-25,2020-08-05,6.0
17477,F,74.0,66.0,Commerce,58.0,Comm&Mgmt,False,0,70.0,Mkt&HR,60.23,20400.0,True,2020-01-19,2020-04-20,3.0
17478,M,62.0,58.0,Science,53.0,Comm&Mgmt,False,0,89.0,Mkt&HR,60.22,,False,,,
